r,light_pl_475,light_pl_814,light_pl_160,light_comp_475,light_comp_814,light_comp_160
0.43,0.1871188814818903,0.3727650191958276,8.484906789140107,0.18812091042810739,0.37586077614115754,8.469367804821522
0.44,0.1821073191108644,0.36208391261596473,8.250622174225331,0.18303867003113672,0.3650889794016166,8.23109551108515
0.45,0.17730337144845432,0.35187595910695796,8.025604820369944,0.17816836785582255,0.35478841084951995,8.00318897664739
0.46,0.17269652919697487,0.3421174906840048,7.809486313892425,0.17349953782349042,0.34493584519998527,7.785200041617611
0.47000000000000003,0.1682772777562292,0.33278494994536995,7.601983426285849,0.169022527254306,0.3355081522488445,7.576697650407802
0.48,0.16403620814895792,0.3238547905512464,7.402812943066976,0.1647277698399962,0.32648221234006913,7.377250750245736
0.49,0.1599639169353817,0.3153047810860333,7.211691649752543,0.1606057048519354,0.317836159668039,7.1864282883592185
0.5,0.1560516589123736,0.30711523133310553,7.028336331859297,0.15664743481056878,0.3095505515959823,7.003799211976018
0.51,0.15229196097317393,0.2992667412953865,6.852463774903979,0.1528453440196196,0.3016062222269562,6.8289324683239325
0.52,0.14867749529174987,0.2917399239392528,6.683790764403339,0.14919196316983818,0.29398401828555176,6.66139700463075
0.53,0.14520093722290683,0.28451731852644696,6.522032011324556,0.14567982618295147,0.2866666619845472,6.50077318296162
0.54,0.14185543477592064,0.2775854152137718,6.366888745177915,0.14230194708529828,0.27964072222458786,6.346715544682967
0.55,0.13863510538990842,0.2709311888011392,6.218056808186013,0.13905232461354536,0.27289323976667945,6.198908273746679
0.56,0.13553418542071044,0.2645416159601969,6.075232028419439,0.13592507829548886,0.26641125750347555,6.057035631973519
0.5700000000000001,0.132546912881066,0.2584040297729214,5.938110233948779,0.13291432932689776,0.26018222422952325,5.9207818811842445
0.58,0.12966784128532552,0.2525065395408843,5.806387252844618,0.13001451651382748,0.25419447274574686,5.789831283199615
0.59,0.1268922112730821,0.24683735671345877,5.679758913177546,0.12722077038002108,0.24843645218523777,5.663868099840389
0.6,0.12421535390722145,0.2413846954912594,5.5579210430181485,0.12452831247686458,0.24289661422028436,5.542576592927329
0.61,0.12163260095635692,0.23613746224065005,5.440573920124838,0.12193236498789976,0.23756404934198946,5.425648136817445
0.62,0.1191394617381314,0.23108616489406142,5.3274579880926725,0.11942830913637079,0.2324293261708465,5.3128383083423465
0.63,0.11673185639158566,0.22622153724650054,5.218334997031267,0.11701189413915701,0.22748322178213515,5.203936741409843
0.64,0.11440576299228965,0.22153431449145009,5.112966892680723,0.11467892110983573,0.22271651464550063,5.098733382630329
0.65,0.11215716034734916,0.21701571489916963,5.0111156207811325,0.11242519195970001,0.2181204648876836,4.997018178614208
0.66,0.10998227995891258,0.2126581449657396,4.912543127072602,0.1102467841557452,0.21368751736924793,4.898581075971871
0.67,0.10787797488410399,0.2084541905966438,4.8170113572952244,0.10814045295039561,0.20941029583290716,4.803212021313715
0.68,0.10584119202820827,0.2043964382038848,4.724282257189093,0.10610305593443362,0.20528142451353618,4.710700961250135
0.6900000000000001,0.10386887856440734,0.20047772667814492,4.634127160178692,0.10413145097803769,0.2012937729685015,4.620844141523996
0.7000000000000001,0.10195811520164584,0.1966915554644711,4.5464388631041075,0.1022226352188483,0.19744085258695537,4.533519309781448
0.71,0.10010633201551927,0.1930315307032394,4.461194809337223,0.10037397015687419,0.19371627842923486,4.448661011457616
0.72,0.09831101551269356,0.18949125857154275,4.3783741641996805,0.09858287614536157,0.19011366560632084,4.366204947415228
0.73,0.09656965217576853,0.18606437347247096,4.297956093013123,0.09684677344452976,0.1866266681610014,4.2860868185170045
0.74,0.09487970998732992,0.18274458840282626,4.219919761099187,0.09516301080240847,0.18324904853950988,4.20824232562568
0.75,0.09323860541770386,0.17952562993032,4.1442443337795245,0.09352873784531732,0.17997458790628565,4.132607169603973
0.76,0.09164374604250854,0.17640122566492064,4.07090897637577,0.09194106981689666,0.17679706840187906,4.059117051314612
0.77,0.09009253987343425,0.17336645944329404,3.9998911851075,0.09039712250463951,0.1737115423222359,3.98770784863913
0.78,0.08858296235687206,0.17042043647076593,3.9311358866098622,0.08889471937910422,0.17071682812061728,3.918318893669053
0.79,0.08711467144857904,0.16756300381104056,3.8645583764007325,0.08743378227280058,0.1678124390275092,3.850892661062893
0.8,0.08568763549208733,0.16479400820133178,3.8000728702369297,0.08601462012211424,0.16499788799597928,3.785371739994644
0.81,0.08430182263753314,0.16211246980632676,3.737593583875279,0.08463754161605505,0.1622719856404491,3.721698719638304
0.8200000000000001,0.08295671141674336,0.15951479746449537,3.677034733072604,0.0833022291648506,0.15963132373154795,3.6598161891678593
0.8300000000000001,0.08165023354854674,0.15699688558852015,3.6183105335857264,0.0820063866249388,0.15707205693233262,3.5996667377573086
0.84,0.08038001603285624,0.15455462862558886,3.56133520117147,0.08074732808181195,0.15459033992728902,3.5411929545806426
0.85,0.07914368591404941,0.15218413495371283,3.506023276420094,0.07952236767624422,0.15218246026215115,3.484337463480011
0.86,0.07793914592101699,0.1498822334028142,3.452299674127321,0.07832916230298737,0.1498451529176604,3.429043995494578
0.87,0.07676522720161243,0.1476459043037593,3.4001016098814567,0.07716652314467257,0.14757524696387236,3.37525759447737
0.88,0.07562095613719165,0.14547212799197312,3.349367012929862,0.07603350411450305,0.1453695714763603,3.322923380447359
0.89,0.0745053591084779,0.1433579936852724,3.300033812519897,0.07492915912450838,0.1432250873102352,3.271986473423515
0.9,0.07341744738523137,0.1413009816392767,3.2520399378989246,0.07385251405889964,0.14113922859071504,3.2223919934248113
0.91,0.07235617796803358,0.1392986598616615,3.2053233183143086,0.07280249414340097,0.13910953564866935,3.1740850604702198
0.92,0.07132049567902218,0.13734859636034225,3.1598218830134086,0.07177800201515593,0.13713354881519574,3.1270107945787124
0.93,0.07030934534045816,0.13544844346995927,3.115473716085098,0.07077794031144566,0.13520888841301332,3.081114430148158
0.9400000000000001,0.06932171494416618,0.13359617658525383,3.072226192108797,0.06980125997523526,0.13333348121693567,3.0363480643102756
0.9500000000000001,0.06835675786683297,0.1317898484535024,3.030041085924277,0.06884709701109615,0.1315053273777406,2.9926744314342577
0.96,0.06741366708439708,0.13002751182198158,2.988881411103384,0.06791463173419197,0.12972242704620615,2.950057180920474
0.97,0.06649163557279739,0.12830727891951768,2.9487101812179626,0.06700304445968656,0.12798284211622835,2.908459962169294
0.98,0.06558987556944906,0.12662750509220794,2.909490409839857,0.06611153472970088,0.12628488684262015,2.8678464245810855
0.99,0.06470767803866148,0.12498660779142465,2.871185110540917,0.06523938067215987,0.12462693994679534,2.828180217556223
1.0,0.06384435405584246,0.12338300446856297,2.8337572968929816,0.06438588049004476,0.1230073801501917,2.789424990495073
1.01,0.06299921469640728,0.12181515716734999,2.7971700051595305,0.06355033238634443,0.12142463124894505,2.751544415448705
1.02,0.062171589350128995,0.1202817223919432,2.761389583058356,0.06273205379755413,0.11987731360314881,2.7145054699493447
1.03,0.06136088727293189,0.11878140964077685,2.726389138927943,0.06193044603458878,0.118364101140425,2.6782818799551773
1.04,0.06056653948583083,0.1173129284134451,2.692142605877671,0.061144933265785704,0.11688366778956852,2.6428481947075744
1.05,0.05978797701031716,0.11587502134702805,2.658623917016927,0.060374939659982585,0.11543472141974599,2.60817896344791
